"Mo","Nb","Ta","V","W","sph_1","sph_2","sph_3","sph_4","alloy_cnt","m_log_max_strain","m_bc_1","m_bc_2","m_bc_3","m_bc_4","var_log_max_strain","var_bc_1","var_bc_2","var_bc_3","var_bc_4"
0.1,0,0.9,0,0,1.24904577239825,1.5707963267949,0,0,65,1.68756489005314,-0.337197012613645,0.0356880917105311,2.04906013482543,1.8684681254554,0.00176957219966544,0.000743605819104097,0.00187104754158164,0.00366671207540136,0.00346179778166914
0.1,0,0,0.9,0,1.24904577239825,1.5707963267949,1.5707963267949,0,66,-0.142378964858004,-0.698531297651803,-0.92023865108637,-0.603563183575333,-0.47470112856033,0.00355569547175219,0.000333757484605026,0.000184928299646305,0.000434741908078026,0.000925304665880995
0.1,0,0,0,0.9,1.24904577239825,1.5707963267949,1.5707963267949,1.5707963267949,67,0.338981611880948,2.16989636355242,2.14000499637614,-1.0787957505163,0.493125815122747,0.000513023696919124,0.000342295297929832,0.000338122150051997,8.66489611943653e-06,0.000988425102895811
0,0.9,0.1,0,0,1.5707963267949,0.321750554396642,0,0,69,1.02934233634753,-0.606074537058896,-0.9213524992106,-0.644667496161531,0.758764895691061,0.00800354036107341,0.000829864610719357,0.00065896492509629,8.65869768028616e-05,0.0144790396936941
0,0.9,0,0.1,0,1.5707963267949,0.321750554396642,1.5707963267949,0,70,-0.613218401730002,-1.13175432804432,-1.27947681699597,-0.17974347367881,-0.535986022980974,0.0125620574872314,0.000793214706197338,0.00047913653162836,0.000947145782144905,0.000437854115556677
0,0.9,0,0,0.1,1.5707963267949,0.321750554396642,1.5707963267949,1.5707963267949,71,-0.0711436783734214,-0.708571151747621,-0.945211312948837,-0.618859469571463,-0.253888576242148,0.016487288479349,0.00142926936861213,0.000704765797871579,0.0015041941097398,0.00437685488015828
0,0.8,0.2,0,0,1.5707963267949,0.463647609000806,0,0,72,1.2371675298305,-0.561847557933605,-0.83676352681255,-0.373684918693045,1.05762751612212,0.000169467181559409,2.27502203090582e-05,2.59218806880659e-05,5.22693898082535e-05,0.000506818606857459
0,0.8,0,0.2,0,1.5707963267949,0.463647609000806,1.5707963267949,0,73,-1.0925598884061,-1.31123114905332,-1.41849914139645,0.146622503124776,-0.585573103782189,0.0193689497517506,0.00113495400446495,0.000970589793330565,0.000726216084322464,5.27024999460108e-05
0,0.8,0,0,0.2,1.5707963267949,0.463647609000806,1.5707963267949,1.5707963267949,74,-0.276018347776582,-0.582639027655177,-0.771433432142099,-0.537989235454135,-0.355566993129865,0.0012742218797626,0.000132233950879078,8.33015888594459e-05,9.56935669318633e-05,0.000324365372325204
0,0.7,0.3,0,0,1.5707963267949,0.579639740363704,0,0,75,1.47223175162647,-0.500710284913842,-0.706641414351814,-0.0256892440820178,1.44331464560369,0.000616390467756234,9.71501077765781e-05,0.000135720767590701,0.000182603948599845,0.00152488044213263
